Id,SalePrice
1461,125712.77001215273
1462,50439.46173360817
1463,130495.71532456503
1464,132190.84525409143
1465,86815.64761270734
1466,59481.232578874566
1467,56279.68820324179
1468,122261.06069887642
1469,74841.2891901787
1470,104357.13073979024
1471,116093.0285910592
1472,93733.23296482934
1473,167826.70742252964
1474,166637.87142749786
1475,97681.33640143102
1476,109131.75767122413
1477,63642.74040407974
1478,122924.4963579546
1479,112859.80055321986
1480,96035.11807652452
1481,148537.16016035835
1482,123274.77741145018
1483,102261.38659099642
1484,173328.14238856197
1485,134761.67014065702
1486,107122.3297270507
1487,105914.66999009834
1488,93891.10001734187
1489,115304.2443183098
1490,118023.75963775262
1491,178007.3568473649
1492,169831.41129564878
1493,158062.6197705015
1494,128490.40287906655
1495,126180.74739992955
1496,70744.10710057017
1497,118292.30202027735
1498,135561.50954538124
1499,149639.35219215922
1500,156911.37130186532
1501,103765.68884374348
1502,111318.28538701935
1503,145809.9981020664
1504,204824.91820494895
1505,91065.1736355439
1506,85028.69738907488
1507,105421.1408952832
1508,127391.10872065728
1509,137138.74700698967
1510,151584.17432819022
1511,96025.13531652486
1512,138911.09547160362
1513,169224.99257886288
1514,108318.54473680675
1515,61478.63636374564
1516,116236.12979362856
1517,132743.08599199343
1518,106572.27989499061
1519,125673.59025378761
1520,96698.5420174183
1521,60236.27291226704
1522,174314.38978236404
1523,63047.593502728865
1524,116394.11637270745
1525,140259.40766975773
1526,118955.3241660627
1527,121163.27735438767
1528,165573.5600288797
1529,110914.5730107066
1530,113374.03785067864
1531,208978.18484506386
1532,76542.56525440639
1533,94507.48480163937
1534,114920.95127156892
1535,92494.57337778652
1536,96622.28598618243
1537,127653.69776985684
1538,181801.44439301113
1539,97689.85862781951
1540,150877.81851563216
1541,96990.2793169034
1542,104648.77659859232
1543,147320.97345240493
1544,158647.91869961369
1545,122081.81469391451
1546,143637.9597257511
1547,128564.55619519435
1548,153403.74609314877
1549,128085.24744995186
1550,168729.37588578518
1551,114506.15333623168
1552,115320.13257681351
1553,156881.94641104795
1554,93267.22089466409
1555,144169.66814318983
1556,140172.58941973967
1557,134791.34132340815
1558,88277.78640640259
1559,105771.88956491859
1560,171662.31246874388
1561,128409.10613476356
1562,128843.32576510782
1563,86409.53820749687
1564,46695.93760499009
1565,80888.1012979093
1566,67343.35376579681
1567,100762.03370814439
1568,161168.16489910355
1569,173953.4624514635
1570,187846.87469419988
1571,121296.80117254455
1572,112953.78807546564
1573,88998.6156692194
1574,106432.56052791514
1575,79424.33969670197
1576,175543.34825782693
1577,120386.62500306894
1578,139916.41624308028
1579,107371.50690892342
1580,153753.05585056814
1581,141627.84634611278
1582,84614.36230310024
1583,92856.21556354684
1584,133897.7354116483
1585,98656.79601296011
1586,81080.44350611528
1587,147089.51382293797
1588,157702.19015588006
1589,125266.8854510214
1590,145953.11459084737
1591,80352.14875765122
1592,166755.37987945037
1593,56781.38279421409
1594,117047.50020711342
1595,146408.53913356876
1596,134159.2537186163
1597,58521.063513468514
1598,102758.43489083234
1599,229128.5338160409
1600,94121.18230397797
1601,124114.78985804215
1602,116476.79205097501
1603,118819.0175091909
1604,210437.51654306825
1605,99296.72713422187
1606,138241.99006243492
1607,52666.29023960135
1608,91273.41937836859
1609,122203.98369732159
1610,61493.31423603397
1611,88718.19105294626
1612,89651.86228365923
1613,102674.45620001786
1614,126370.57600298774
1615,156367.83922989137
1616,91656.25261642518
1617,164991.02377628573
1618,69575.49390510391
1619,123918.14126972476
1620,206114.61976411176
1621,160012.04359472956
1622,84846.17703295354
1623,93330.38654101192
1624,155878.65873830128
1625,117322.8210288559
1626,141717.31932252354
1627,102041.46155645499
1628,83755.33124103313
1629,146399.8900526629
1630,44097.34100229296
1631,103707.60322808544
1632,105391.6394345323
1633,193034.79670670396
1634,115771.80035948353
1635,165434.79327431222
1636,150420.75117211638
1637,190631.6297315768
1638,125895.21681057654
1639,111353.895571368
1640,125148.92673335562
1641,178790.37492583637
1642,119034.35622586976
1643,114579.1711131864
1644,146621.33099814685
1645,162961.40078730072
1646,128169.23869223887
1647,107986.31834900592
1648,85561.48389898104
1649,102868.57376171206
1650,56854.45867469508
1651,101274.357646223
1652,102273.43560746664
1653,108904.18418992596
1654,155043.5449488248
1655,105673.25653309855
1656,108138.21165564036
1657,152497.00680140895
1658,118356.23852994724
1659,108833.33405915849
1660,167063.6245309609
1661,114516.06000612874
1662,82743.88345993252
1663,115327.10068107047
1664,117248.20675967453
1665,59808.84359163967
1666,85588.33809763125
1667,62201.11781300079
1668,111365.85417970036
1669,121893.1090693704
1670,94252.01548992694
1671,30052.68197857245
1672,75710.80379460748
1673,124676.32316996963
1674,49710.36943778678
1675,127848.20907218276
1676,138096.06298223505
1677,107930.06184960285
1678,45745.237187278515
1679,70955.80449120465
1680,56986.34864951337
1681,102520.5537757016
1682,213847.0841363843
1683,170095.4663371218
1684,65754.97283400253
1685,89223.7404391093
1686,117837.32733767628
1687,99434.48164674829
1688,120757.5133065902
1689,151993.73947845062
1690,68459.11255098885
1691,130644.71738454519
1692,118011.18073754804
1693,136929.6535691321
1694,90882.23594305923
1695,101703.11673804531
1696,95428.13668809836
1697,94454.095282327
1698,152382.00729568896
1699,85878.67945409077
1700,167300.8330451127
1701,126785.93441965972
1702,124233.43359781036
1703,148225.88378861817
1704,157338.9357911314
1705,154953.55687739854
1706,86706.25518644764
1707,142789.95704722794
1708,119955.36271228627
1709,148468.46210015065
1710,60338.263801862864
1711,165065.49407038136
1712,151659.35274454628
1713,82190.89362138088
1714,105523.87723238161
1715,87276.61841516466
1716,70766.80892126063
1717,101248.78472244916
1718,109111.17100471687
1719,130239.51830681288
1720,131721.80415788433
1721,124225.36108031064
1722,101293.27011757629
1723,107547.42928573981
1724,113355.12228828046
1725,121008.62854508599
1726,97558.20703233365
1727,130589.50424466438
1728,116175.54593386986
1729,133271.45286169244
1730,137375.81863235292
1731,81491.10924989596
1732,149285.3377162745
1733,47975.67050314901
1734,151743.7623904639
1735,79638.03212467146
1736,93060.15930924048
1737,84547.05992670868
1738,86762.1792541595
1739,48178.84017409492
1740,114740.27849336658
1741,134777.1690595876
1742,118903.85546943074
1743,193574.1647629081
1744,121937.20278733285
1745,122864.10726390118
1746,72267.99347953114
1747,115345.55618679199
1748,176189.0360195687
1749,214369.84164802713
1750,116761.89692213721
1751,168282.92363991615
1752,69361.5666295625
1753,55209.093432372116
1754,181764.08678420263
1755,102892.901591129
1756,86399.85019061131
1757,75811.51049506356
1758,163865.3269066139
1759,114439.5220162768
1760,119537.33717637882
1761,114832.99916967092
1762,107330.91685434699
1763,210424.08408314962
1764,89091.12168237903
1765,163915.7281075132
1766,138899.35927348514
1767,127201.95375591691
1768,109909.96737377092
1769,79686.66116004504
1770,139891.77075025908
1771,124550.92846075786
1772,107705.26808560215
1773,158236.3174490419
1774,36155.52391691625
1775,136919.55667907812
1776,134646.95116653078
1777,128095.22836863983
1778,61842.771206405654
1779,142761.8333480998
1780,91129.92485422948
1781,135382.31914453104
1782,156385.4921588611
1783,177032.6046264784
1784,102866.54268406042
1785,73018.3382676606
1786,28549.684819524206
1787,121943.25474625872
1788,94381.07053362078
1789,76032.41874928985
1790,114223.29789073407
1791,133587.27133978583
1792,92386.1897204003
1793,93452.12039526658
1794,139663.83271853242
1795,112184.36259472003
1796,150464.49444047676
1797,139968.54874120888
1798,124715.02115314757
1799,95826.43345598437
1800,81999.12268840187
1801,86362.16950505416
1802,127425.15043064524
1803,119078.45221113123
1804,107585.99105843276
1805,43280.74330384267
1806,148846.95716695962
1807,162949.832247143
1808,106805.00668737834
1809,144813.8376968086
1810,124310.66725448333
1811,144743.53729008016
1812,110169.56513032175
1813,126748.75249442532
1814,148427.7859029192
1815,97275.94674949718
1816,170389.22753547228
1817,104813.54285787737
1818,116599.25482146419
1819,181514.51601950912
1820,96963.39372042101
1821,123129.93115921819
1822,87382.0798552444
1823,105701.53636440213
1824,115604.22649148623
1825,141498.3435447367
1826,171683.69613520353
1827,93205.18315525627
1828,123955.54196297885
1829,103119.14471537665
1830,127172.78548998854
1831,152182.3634789804
1832,152201.44820996135
1833,164044.57894394052
1834,158267.55347016704
1835,160894.26250026727
1836,178407.18284975205
1837,121681.52880495973
1838,157361.28609537095
1839,152896.06793134537
1840,131253.79069580446
1841,87288.97564870332
1842,126392.41686697374
1843,159239.71758802485
1844,93566.56106789446
1845,139573.9475422529
1846,191724.50191522852
1847,78882.1878215501
1848,116457.32152957458
1849,113143.08555556976
1850,129329.76207937923
1851,126719.66760974951
1852,96358.17091047556
1853,111169.07056694156
1854,175175.6906598087
1855,131431.7368172726
1856,165247.70617709612
1857,114269.29277708541
1858,105421.95564175327
1859,105333.20816183282
1860,142552.16498237653
1861,87671.71956723074
1862,127696.30958501373
1863,128723.83016730085
1864,128723.83016730085
1865,74636.01986932586
1866,180060.79941045906
1867,122315.37639394532
1868,122313.53257728332
1869,82712.11612656759
1870,86058.17805432391
1871,144120.82803510118
1872,65521.54532339779
1873,78992.62158707074
1874,100148.27005772592
1875,65161.3401015869
1876,119490.35777884239
1877,117443.1236226327
1878,86740.34804290676
1879,147449.72167514072
1880,128684.4073861668
1881,131374.7635241484
1882,117038.13532833105
1883,133268.10579973905
1884,106956.26955454636
1885,196530.20552867802
1886,182826.2376842379
1887,106169.70299812622
1888,122282.28223425901
1889,92849.86364559419
1890,88189.6775642388
1891,136482.02849267836
1892,107365.5471968669
1893,118506.10489917589
1894,44301.03798773093
1895,169903.815327612
1896,163741.38088650748
1897,169208.49141852575
1898,100100.00900882589
1899,110287.29975588623
1900,106576.89299769397
1901,171936.93641994867
1902,65074.100225901595
1903,70878.4865826054
1904,127905.25438648646
1905,155554.65633496165
1906,192829.35624697726
1907,146598.20274167004
1908,96943.4283911674
1909,200202.19146741295
1910,151343.5980506345
1911,189372.87312975456
1912,123241.08180483592
1913,93996.56606418402
1914,110853.82175294477
1915,144015.56496761861
1916,109621.3136978065
1917,163281.7851948146
1918,76835.26565802048
1919,171004.7238230381
1920,114915.70401684073
1921,140005.24594285805
1922,102210.28515104049
1923,183046.43952087712
1924,182449.14940513522
1925,89168.41858335686
1926,106425.1484662616
1927,138311.2381099049
1928,96273.64062220724
1929,116249.63191630018
1930,99957.55378139036
1931,85856.50332245881
1932,146332.02828520615
1933,136969.0003707547
1934,145267.4625967082
1935,162769.8774158226
1936,148497.22094413656
1937,170578.06196056874
1938,62659.854385454004
1939,116602.18896041333
1940,79774.76073657889
1941,154592.1035697713
1942,174826.05940903685
1943,136056.97539144236
1944,165283.08359497617
1945,93184.0097805404
1946,117397.4526757813
1947,125043.03822096475
1948,100590.12084049867
1949,107600.47181379046
1950,141357.06830547826
1951,73464.75263567359
1952,88878.21506684877
1953,119464.84410776783
1954,160879.5211918559
1955,91714.91007113724
1956,101680.39616185617
1957,105227.42727897866
1958,136381.7546349371
1959,122248.41396060657
1960,110855.93000282622
1961,65560.56683261276
1962,130616.87020042012
1963,107740.52873743996
1964,102208.98623373611
1965,142198.96687518538
1966,97210.27010014943
1967,240526.27402338758
1968,138941.07080885622
1969,119535.76218902454
1970,211123.9863973931
1971,221453.26564573147
1972,145088.87490636256
1973,142926.13727864725
1974,213416.33909257725
1975,123103.55949428324
1976,92601.59237567284
1977,119601.44132643059
1978,104121.135015553
1979,41457.26888652227
1980,93659.02390439302
1981,90987.38758152959
1982,157809.13344609283
1983,111620.97313538825
1984,143903.9474355362
1985,85866.06971346075
1986,140533.19336848258
1987,73585.52104425637
1988,90060.97370462379
1989,96799.56772461877
1990,102055.3363863457
1991,140803.78432001802
1992,141386.70606719347
1993,171528.86978277127
1994,51245.80902092549
1995,156539.13786321308
1996,114200.5727127119
1997,163823.28506338992
1998,32760.4220185437
1999,106875.43291506235
2000,108072.68105148079
2001,143745.9342530883
2002,119203.85379644607
2003,89432.2006104317
2004,105782.50197595691
2005,74585.36303348477
2006,99622.55988341228
2007,154821.56042319807
2008,160372.3068766895
2009,141232.49120083556
2010,129485.33848453616
2011,164406.2596683968
2012,63674.6632094285
2013,118266.33692372346
2014,137248.28122515915
2015,144544.5470482164
2016,118898.14851092797
2017,104120.51381655631
2018,147060.13106805223
2019,73941.3502828718
2020,45156.07743679677
2021,100705.04488090303
2022,174678.00867720653
2023,120037.4526817664
2024,142989.03431766754
2025,140016.54745984272
2026,73047.38618441645
2027,132118.87774089596
2028,133292.33141421163
2029,107978.13762529533
2030,102420.61458378177
2031,109089.90142488264
2032,145199.72549032027
2033,148945.81842139928
2034,130370.05194898827
2035,95808.38509074772
2036,201476.72322332664
2037,113271.99741448525
2038,135846.05547313762
2039,120081.03023547685
2040,99895.20711797799
2041,110195.94594474045
2042,111257.29968022462
2043,79892.33837970268
2044,124199.15157584776
2045,160163.64183218853
2046,95878.60801212814
2047,127925.81539778173
2048,123216.25773589783
2049,66524.98839769371
2050,101207.63691480938
2051,90441.98520887952
2052,100905.19760562338
2053,78676.75389813312
2054,59156.227479282985
2055,170538.75444757636
2056,78011.28908591416
2057,89373.72632771688
2058,127715.71482208837
2059,159875.9094477078
2060,115784.48186113438
2061,55242.60978872418
2062,89733.91526809163
2063,77671.45330517754
2064,150039.32345661393
2065,144957.4192610165
2066,86194.57246435096
2067,105543.1787456832
2068,77284.8941247641
2069,97934.88529937476
2070,143472.12851825455
2071,104182.57809910778
2072,117839.3339050562
2073,145210.9773825548
2074,96853.83392417771
2075,60462.37524543726
2076,112722.4435519336
2077,131415.4573409211
2078,84228.66172368558
2079,98475.96972837581
2080,86052.2782098769
2081,93686.88046999942
2082,101342.96897025181
2083,138444.8224018138
2084,107249.82186099376
2085,142390.72968901176
2086,87531.87394074326
2087,61944.131981990955
2088,185014.9265316897
2089,103940.77732746366
2090,120251.86224455654
2091,100932.37601003128
2092,134358.0385539643
2093,163532.24379329194
2094,66255.186695038
2095,119769.6014028743
2096,130157.33421794698
2097,123387.56857827045
2098,117887.04781649604
2099,64292.83368406039
2100,159094.6118891248
2101,146322.92555126786
2102,153352.60916518292
2103,20324.110948062647
2104,170109.07522504943
2105,144517.389969065
2106,167290.65754522744
2107,97255.09768088358
2108,129873.48525883425
2109,17488.73798493028
2110,130630.94816522319
2111,146189.36597360182
2112,98434.17661122949
2113,114249.80876220368
2114,121007.98035670041
2115,138342.03320806735
2116,116527.71974954425
2117,118596.76205257003
2118,121124.52230923623
